id,area,area_id,area_en,address,zipcode
43,東区②,2,HigashiDistrictNo.2,札幌市東区北丘珠3条○丁目,070883
44,東区②,2,HigashiDistrictNo.2,札幌市東区北丘珠4条○丁目,070884
45,東区②,2,HigashiDistrictNo.2,札幌市東区北丘珠5条○丁目,070885
46,東区②,2,HigashiDistrictNo.2,札幌市東区北丘珠6条○丁目,070886
47,東区②,2,HigashiDistrictNo.2,札幌市東区東苗穂町○番地,650043
48,東区③,3,HigashiDistrictNo.3,札幌市東区伏古1条 1丁目～5丁目,070861
49,東区③,3,HigashiDistrictNo.3,札幌市東区伏古2条 1丁目～5丁目,070862
50,東区③,3,HigashiDistrictNo.3,札幌市東区伏古3条 1丁目～5丁目,070863
51,東区③,3,HigashiDistrictNo.3,札幌市東区伏古4条 1丁目～5丁目,070864
52,東区③,3,HigashiDistrictNo.3,札幌市東区伏古5条 1丁目～5丁目,070865
53,東区③,3,HigashiDistrictNo.3,札幌市東区伏古6条 1丁目～5丁目,070866
54,東区③,3,HigashiDistrictNo.3,札幌市東区伏古7条 1丁目～5丁目,070867
55,東区③,3,HigashiDistrictNo.3,札幌市東区伏古8条 1丁目～5丁目,070868
56,東区③,3,HigashiDistrictNo.3,札幌市東区伏古9条 1丁目～5丁目,070869
57,東区③,3,HigashiDistrictNo.3,札幌市東区伏古10条 1丁目～5丁目,070870
58,東区③,3,HigashiDistrictNo.3,札幌市東区東苗穂1条○丁目,070801
59,東区③,3,HigashiDistrictNo.3,札幌市東区東苗穂2条○丁目,070802
60,東区③,3,HigashiDistrictNo.3,札幌市東区東苗穂3条○丁目,070803
61,東区③,3,HigashiDistrictNo.3,札幌市東区東苗穂4条○丁目,070804
62,東区③,3,HigashiDistrictNo.3,札幌市東区東苗穂5条○丁目,070805
63,東区③,3,HigashiDistrictNo.3,札幌市東区東苗穂6条○丁目,070806
64,東区③,3,HigashiDistrictNo.3,札幌市東区東苗穂7条○丁目,070807
65,東区③,3,HigashiDistrictNo.3,札幌市東区東苗穂8条○丁目,070808
66,東区③,3,HigashiDistrictNo.3,札幌市東区東苗穂9条○丁目,070809
67,東区③,3,HigashiDistrictNo.3,札幌市東区東苗穂10条○丁目,070810
68,東区③,3,HigashiDistrictNo.3,札幌市東区東苗穂11条○丁目,070811
69,東区③,3,HigashiDistrictNo.3,札幌市東区東苗穂12条○丁目,070812
70,東区③,3,HigashiDistrictNo.3,札幌市東区東苗穂13条○丁目,070813
71,東区③,3,HigashiDistrictNo.3,札幌市東区東苗穂14条○丁目,070814
72,東区③,3,HigashiDistrictNo.3,札幌市東区東苗穂15条○丁目,070815
73,東区③,3,HigashiDistrictNo.3,札幌市東区東雁来1条○丁目,070821
74,東区③,3,HigashiDistrictNo.3,札幌市東区東雁来2条○丁目,070822
75,東区③,3,HigashiDistrictNo.3,札幌市東区東雁来3条○丁目,070823
76,東区③,3,HigashiDistrictNo.3,札幌市東区東雁来4条○丁目,070824
77,東区③,3,HigashiDistrictNo.3,札幌市東区東雁来5条○丁目,070825
78,東区③,3,HigashiDistrictNo.3,札幌市東区東雁来6条○丁目,070826
79,東区③,3,HigashiDistrictNo.3,札幌市東区東雁来7条○丁目,070827
80,東区③,3,HigashiDistrictNo.3,札幌市東区東雁来8条○丁目,070828
81,東区③,3,HigashiDistrictNo.3,札幌市東区東雁来9条○丁目,070829
82,東区③,3,HigashiDistrictNo.3,札幌市東区東雁来10条○丁目,070830
83,東区③,3,HigashiDistrictNo.3,札幌市東区東雁来11条○丁目,070831
84,東区③,3,HigashiDistrictNo.3,札幌市東区東雁来12条○丁目,070832
85,東区③,3,HigashiDistrictNo.3,札幌市東区東雁来13条○丁目,070833
86,東区③,3,HigashiDistrictNo.3,札幌市東区東雁来14条○丁目,070834
87,東区③,3,HigashiDistrictNo.3,札幌市東区東雁来15条○丁目,070835
88,東区③,3,HigashiDistrictNo.3,札幌市東区東雁来町○番地,070820
89,東区③,3,HigashiDistrictNo.3,札幌市東区中沼1条○丁目,070001
90,東区③,3,HigashiDistrictNo.3,札幌市東区中沼2条○丁目,070002
91,東区③,3,HigashiDistrictNo.3,札幌市東区中沼3条○丁目,070003
92,東区③,3,HigashiDistrictNo.3,札幌市東区中沼4条○丁目,070004
93,東区③,3,HigashiDistrictNo.3,札幌市東区中沼5条○丁目,070005
94,東区③,3,HigashiDistrictNo.3,札幌市東区中沼6条○丁目,070006
95,東区③,3,HigashiDistrictNo.3,札幌市東区中沼町○番地,070890
96,東区③,3,HigashiDistrictNo.3,札幌市東区中沼西1条○丁目,070821
97,東区③,3,HigashiDistrictNo.3,札幌市東区中沼西2条○丁目,070822
98,東区③,3,HigashiDistrictNo.3,札幌市東区中沼西3条○丁目,070823
99,東区③,3,HigashiDistrictNo.3,札幌市東区中沼西4条○丁目,070824
100,東区③,3,HigashiDistrictNo.3,札幌市東区中沼西5条○丁目,070825
101,東区④,4,HigashiDistrictNo.4,札幌市東区北5条 東1丁目～7丁目,600905|650005
102,東区④,4,HigashiDistrictNo.4,札幌市東区北6条 東1丁目～7丁目,600906|650006
103,東区④,4,HigashiDistrictNo.4,札幌市東区北7条 東1丁目～7丁目,600907|650007
104,東区④,4,HigashiDistrictNo.4,札幌市東区北8条 東1丁目～7丁目,600908|650008
105,東区④,4,HigashiDistrictNo.4,札幌市東区北9条 東1丁目～7丁目,600909|650009
106,東区④,4,HigashiDistrictNo.4,札幌市東区北10条東1丁目～7丁目,650010
107,東区④,4,HigashiDistrictNo.4,札幌市東区北11条 東1丁目～7丁目,650011
108,東区④,4,HigashiDistrictNo.4,札幌市東区北12条 東1丁目～7丁目,650012
109,東区④,4,HigashiDistrictNo.4,札幌市東区北13条 東1丁目～7丁目,650013
110,東区④,4,HigashiDistrictNo.4,札幌市東区北14条 東1丁目～7丁目,650014
111,東区④,4,HigashiDistrictNo.4,札幌市東区北15条 東1丁目～7丁目,650015
112,東区④,4,HigashiDistrictNo.4,札幌市東区北16条 東1丁目～7丁目,650016
113,東区④,4,HigashiDistrictNo.4,札幌市東区北17条 東1丁目～7丁目,650017
114,東区④,4,HigashiDistrictNo.4,札幌市東区北18条 東1丁目～7丁目,650018
115,東区④,4,HigashiDistrictNo.4,札幌市東区北19条 東1丁目～7丁目,650019
116,東区④,4,HigashiDistrictNo.4,札幌市東区北20条 東1丁目～7丁目,650020
117,東区④,4,HigashiDistrictNo.4,札幌市東区北21条 東1丁目～7丁目,650021
118,東区④,4,HigashiDistrictNo.4,札幌市東区北22条 東1丁目～7丁目,650022
119,東区④,4,HigashiDistrictNo.4,札幌市東区北23条 東1丁目～7丁目,650023
120,東区④,4,HigashiDistrictNo.4,札幌市東区北24条 東1丁目～7丁目,650024
121,東区④,4,HigashiDistrictNo.4,札幌市東区北25条 東1丁目～7丁目,650025
122,東区④,4,HigashiDistrictNo.4,札幌市東区北26条 東1丁目～7丁目,650026
123,東区④,4,HigashiDistrictNo.4,札幌市東区北27条 東1丁目～7丁目,650027
124,東区④,4,HigashiDistrictNo.4,札幌市東区北28条 東1丁目～7丁目,650028
125,東区④,4,HigashiDistrictNo.4,札幌市東区北29条 東1丁目～7丁目,650029
126,東区④,4,HigashiDistrictNo.4,札幌市東区北30条 東1丁目～7丁目,650030
127,東区④,4,HigashiDistrictNo.4,札幌市東区北31条 東1丁目～7丁目,650031
128,東区④,4,HigashiDistrictNo.4,札幌市東区北32条 東1丁目～7丁目,650032
129,東区④,4,HigashiDistrictNo.4,札幌市東区北33条 東1丁目～7丁目,650033
130,東区⑤,5,HigashiDistrictNo.5,札幌市東区北15条 東8丁目～15丁目,650015
131,東区⑤,5,HigashiDistrictNo.5,札幌市東区北16条 東8丁目～15丁目,650016
132,東区⑤,5,HigashiDistrictNo.5,札幌市東区北17条 東8丁目～15丁目,650017
133,東区⑤,5,HigashiDistrictNo.5,札幌市東区北18条 東8丁目～15丁目,650018
134,東区⑤,5,HigashiDistrictNo.5,札幌市東区北19条 東8丁目～15丁目,650019
135,東区⑤,5,HigashiDistrictNo.5,札幌市東区北20条 東8丁目～15丁目,650020
136,東区⑤,5,HigashiDistrictNo.5,札幌市東区北21条 東8丁目～15丁目,650021
137,東区⑤,5,HigashiDistrictNo.5,札幌市東区北22条 東8丁目～15丁目,650022
138,東区⑤,5,HigashiDistrictNo.5,札幌市東区北23条 東8丁目～15丁目,650023
139,東区⑤,5,HigashiDistrictNo.5,札幌市東区北24条 東8丁目～15丁目,650024
140,東区⑤,5,HigashiDistrictNo.5,札幌市東区北25条 東8丁目～15丁目,650025
141,東区⑤,5,HigashiDistrictNo.5,札幌市東区北26条 東8丁目～15丁目,650026
142,東区⑤,5,HigashiDistrictNo.5,札幌市東区北27条 東8丁目～15丁目,650027
143,東区⑤,5,HigashiDistrictNo.5,札幌市東区北28条 東8丁目～15丁目,650028
144,東区⑤,5,HigashiDistrictNo.5,札幌市東区北29条 東8丁目～15丁目,650029
145,東区⑤,5,HigashiDistrictNo.5,札幌市東区北30条 東8丁目～15丁目,650030
146,東区⑤,5,HigashiDistrictNo.5,札幌市東区北31条 東8丁目～15丁目,650031
147,東区⑤,5,HigashiDistrictNo.5,札幌市東区北32条 東8丁目～15丁目,650032
148,東区⑤,5,HigashiDistrictNo.5,札幌市東区北33条 東8丁目～15丁目,650033
149,東区⑤,6,HigashiDistrictNo.6,札幌市東区北4条 東8丁目～20丁目,650053
150,東区⑥,6,HigashiDistrictNo.6,札幌市東区北5条 東8丁目～20丁目,650054
151,東区⑥,6,HigashiDistrictNo.6,札幌市東区北6条 東8丁目～20丁目,650055
152,東区⑥,6,HigashiDistrictNo.6,札幌市東区北7条 東8丁目～20丁目,650056
153,東区⑥,6,HigashiDistrictNo.6,札幌市東区北8条 東8丁目～20丁目,650057
154,東区⑥,6,HigashiDistrictNo.6,札幌市東区北9条 東8丁目～20丁目,650058
155,東区⑥,6,HigashiDistrictNo.6,札幌市東区北10条 東8丁目～20丁目,650059
156,東区⑥,6,HigashiDistrictNo.6,札幌市東区北11条 東8丁目～20丁目,650060
157,東区⑥,6,HigashiDistrictNo.6,札幌市東区北12条 東8丁目～20丁目,650061
158,東区⑥,6,HigashiDistrictNo.6,札幌市東区北13条 東8丁目～20丁目,650062
159,東区⑥,6,HigashiDistrictNo.6,札幌市東区北14条 東8丁目～20丁目,650063
160,東区⑥,6,HigashiDistrictNo.6,札幌市東区北15条 東16丁目～23丁目,650064
161,東区⑥,6,HigashiDistrictNo.6,札幌市東区北16条 東16丁目～23丁目,650065
162,東区⑥,6,HigashiDistrictNo.6,札幌市東区北17条 東16丁目～23丁目,650066
163,東区⑥,6,HigashiDistrictNo.6,札幌市東区北18条 東16丁目～23丁目,650067
164,東区⑥,6,HigashiDistrictNo.6,札幌市東区北19条 東16丁目～23丁目,650068
165,東区⑥,6,HigashiDistrictNo.6,札幌市東区北20条 東16丁目～23丁目,650069
166,東区⑥,6,HigashiDistrictNo.6,札幌市東区北21条 東16丁目～23丁目,650070
167,東区⑥,6,HigashiDistrictNo.6,札幌市東区北22条 東16丁目～23丁目,650071
168,東区⑥,6,HigashiDistrictNo.6,札幌市東区北23条 東16丁目～23丁目,650072
169,東区⑥,6,HigashiDistrictNo.6,札幌市東区北24条 東16丁目～23丁目,650073
170,東区⑥,6,HigashiDistrictNo.6,札幌市東区北25条 東16丁目～23丁目,650074
171,東区⑥,6,HigashiDistrictNo.6,札幌市東区北26条 東16丁目～23丁目,650075
172,東区⑥,6,HigashiDistrictNo.6,札幌市東区北27条 東16丁目～23丁目,650076
173,東区⑥,6,HigashiDistrictNo.6,札幌市東区北28条 東16丁目～23丁目,650077
174,東区⑥,6,HigashiDistrictNo.6,札幌市東区北29条 東16丁目～23丁目,650078
175,東区⑥,6,HigashiDistrictNo.6,札幌市東区北30条 東16丁目～23丁目,650079
176,東区⑥,6,HigashiDistrictNo.6,札幌市東区北31条 東16丁目～23丁目,650080
177,東区⑥,6,HigashiDistrictNo.6,札幌市東区北32条 東16丁目～23丁目,650032
178,東区⑥,6,HigashiDistrictNo.6,札幌市東区北33条 東16丁目～23丁目,650033
179,東区⑥,6,HigashiDistrictNo.6,札幌市東区苗穂町○丁目,070819
180,東区⑥,6,HigashiDistrictNo.6,札幌市東区本町1条○丁目,650041
181,東区⑥,6,HigashiDistrictNo.6,札幌市東区本町2条○丁目,650042
