id,area,area_id,area_en,address,zipcode
146,東区5,5,Higashi-ku District No.5,札幌市東区北31条 東8丁目～15丁目,650031
147,東区5,5,Higashi-ku District No.5,札幌市東区北32条 東8丁目～15丁目,650032
148,東区5,5,Higashi-ku District No.5,札幌市東区北33条 東8丁目～15丁目,650033
149,東区6,6,Higashi-ku District No.6,札幌市東区北4条 東8丁目～20丁目,650053
150,東区6,6,Higashi-ku District No.6,札幌市東区北5条 東8丁目～20丁目,650054
151,東区6,6,Higashi-ku District No.6,札幌市東区北6条 東8丁目～20丁目,650055
152,東区6,6,Higashi-ku District No.6,札幌市東区北7条 東8丁目～20丁目,650056
153,東区6,6,Higashi-ku District No.6,札幌市東区北8条 東8丁目～20丁目,650057
154,東区6,6,Higashi-ku District No.6,札幌市東区北9条 東8丁目～20丁目,650058
155,東区6,6,Higashi-ku District No.6,札幌市東区北10条 東8丁目～20丁目,650059
156,東区6,6,Higashi-ku District No.6,札幌市東区北11条 東8丁目～20丁目,650060
157,東区6,6,Higashi-ku District No.6,札幌市東区北12条 東8丁目～20丁目,650061
158,東区6,6,Higashi-ku District No.6,札幌市東区北13条 東8丁目～20丁目,650062
159,東区6,6,Higashi-ku District No.6,札幌市東区北14条 東8丁目～20丁目,650063
160,東区6,6,Higashi-ku District No.6,札幌市東区北15条 東16丁目～23丁目,650064
161,東区6,6,Higashi-ku District No.6,札幌市東区北16条 東16丁目～23丁目,650065
162,東区6,6,Higashi-ku District No.6,札幌市東区北17条 東16丁目～23丁目,650066
163,東区6,6,Higashi-ku District No.6,札幌市東区北18条 東16丁目～23丁目,650067
164,東区6,6,Higashi-ku District No.6,札幌市東区北19条 東16丁目～23丁目,650068
165,東区6,6,Higashi-ku District No.6,札幌市東区北20条 東16丁目～23丁目,650069
166,東区6,6,Higashi-ku District No.6,札幌市東区北21条 東16丁目～23丁目,650070
167,東区6,6,Higashi-ku District No.6,札幌市東区北22条 東16丁目～23丁目,650071
168,東区6,6,Higashi-ku District No.6,札幌市東区北23条 東16丁目～23丁目,650072
169,東区6,6,Higashi-ku District No.6,札幌市東区北24条 東16丁目～23丁目,650073
170,東区6,6,Higashi-ku District No.6,札幌市東区北25条 東16丁目～23丁目,650074
171,東区6,6,Higashi-ku District No.6,札幌市東区北26条 東16丁目～23丁目,650075
172,東区6,6,Higashi-ku District No.6,札幌市東区北27条 東16丁目～23丁目,650076
173,東区6,6,Higashi-ku District No.6,札幌市東区北28条 東16丁目～23丁目,650077
174,東区6,6,Higashi-ku District No.6,札幌市東区北29条 東16丁目～23丁目,650078
175,東区6,6,Higashi-ku District No.6,札幌市東区北30条 東16丁目～23丁目,650079
176,東区6,6,Higashi-ku District No.6,札幌市東区北31条 東16丁目～23丁目,650080
177,東区6,6,Higashi-ku District No.6,札幌市東区北32条 東16丁目～23丁目,650032
178,東区6,6,Higashi-ku District No.6,札幌市東区北33条 東16丁目～23丁目,650033
179,東区6,6,Higashi-ku District No.6,札幌市東区苗穂町○丁目,70819
180,東区6,6,Higashi-ku District No.6,札幌市東区本町1条○丁目,650041
181,東区6,6,Higashi-ku District No.6,札幌市東区本町2条○丁目,650042
